defined_class	label	human_label	parent	location	location_label	xrefs	fma_xref	taxon	synonym	synonym_xrefs
VCCF:1000272	lateral dorsal digital artery of first digit of foot	lateral dorsal digital artery of first digit of foot (Human)	UBERON:0001637	UBERON:0002387	foot	https://www.ncbi.nlm.nih.gov/books/NBK560912/	FMA:69601	http://purl.obolibrary.org/obo/NCBITaxon_9606	lateral part of dorsal digital artery of great toe	FMA:69601
VCCF:1000273	medial dorsal digital artery of first digit of foot	medial dorsal digital artery of first digit of foot (Human)	UBERON:0001637	UBERON:0002387	foot	https://www.ncbi.nlm.nih.gov/books/NBK560912/	FMA:69585	http://purl.obolibrary.org/obo/NCBITaxon_9606	medial part of dorsal digital artery of great toe	FMA:69585
VCCF:1000274	medial dorsal digital artery of second digit of foot	medial dorsal digital artery of second digit of foot (Human)	UBERON:0001637	UBERON:0002387	foot	https://www.ncbi.nlm.nih.gov/books/NBK560912/	FMA:69586	http://purl.obolibrary.org/obo/NCBITaxon_9606	medial part of dorsal digital artery of second toe	FMA:69586
VCCF:1000275	lateral tarsal artery	lateral tarsal artery (Human)	UBERON:0001637	UBERON:0002387	foot	wikipedia:Lateral_tarsal_artery	FMA:44595	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000276	medial tarsal artery	medial tarsal artery (Human)	UBERON:0001637	UBERON:0002387	foot	wikipedia:Medial_tarsal_arteries	FMA:44598	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000277	lateral calcaneal artery	lateral calcaneal artery (Human)	UBERON:0001637	UBERON:0000978	leg	https://pubmed.ncbi.nlm.nih.gov/9932327/		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000278	posterior tibial recurrent artery	posterior tibial recurrent artery (Human)	UBERON:0001637	UBERON:0000978	leg	wikipedia:Posterior_tibial_recurrent_artery	FMA:43903	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000279	lateral inferior genicular artery	lateral inferior genicular artery (Human)	UBERON:0001637	UBERON:0000978	leg	https://www.healthline.com/human-body-maps/lateral-inferior-genicular-artery#1	FMA:43888	http://purl.obolibrary.org/obo/NCBITaxon_9606	inferior lateral genicular artery	FMA:43888
VCCF:1000280	lateral superior genicular artery	lateral superior genicular artery (Human)	UBERON:0001637	UBERON:0000978	leg	wikipedia:Lateral_superior_genicular_artery	FMA:22585	http://purl.obolibrary.org/obo/NCBITaxon_9606	superior lateral genicular artery	FMA:22585
VCCF:1000281	lateral sural artery	lateral sural artery (Human)	UBERON:0001637	UBERON:0000978	leg	wikipedia:Sural_arteries		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000282	medial inferior genicular artery	medial inferior genicular artery (Human)	UBERON:0001637	UBERON:0000978	leg	https://www.healthline.com/human-body-maps/medial-inferior-genicular-artery#1	FMA:43889	http://purl.obolibrary.org/obo/NCBITaxon_9606	inferior medial genicular artery	FMA:43889
VCCF:1000283	medial superior genicular artery	medial superior genicular artery (Human)	UBERON:0001637	UBERON:0000978	leg	wikipedia:Medial_superior_genicular_artery	FMA:22584	http://purl.obolibrary.org/obo/NCBITaxon_9606	superior medial genicular artery	FMA:22584
VCCF:1000284	medial sural artery	medial sural artery (Human)	UBERON:0001637	UBERON:0000978	leg	wikipedia:Sural_arteries		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000285	middle genicular artery	middle genicular artery (Human)	UBERON:0001637	UBERON:0000978	leg	wikipedia:Middle_genicular_artery	FMA:22536	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000286	tibial-peroneal trunk	tibial-peroneal trunk (Human)	UBERON:0001637	UBERON:0000978	leg	wikipedia:Tibial-fibular_trunk	FMA:66421	http://purl.obolibrary.org/obo/NCBITaxon_9606	trunk of posterior tibial artery	FMA:66421
VCCF:1000287	peroneal artery	peroneal artery (Human)	UBERON:0001637	UBERON:0000978	leg	wikipedia:Fibular_artery	FMA:43921	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000288	calcaneal branch of fibular artery	calcaneal branch of fibular artery (Human)	UBERON:0001637	UBERON:0000978	leg	wikipedia:Fibular_artery	FMA:44630	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000289	communicating branch of fibular artery	communicating branch of fibular artery (Human)	UBERON:0001637	UBERON:0000978	leg	wikipedia:Fibular_artery	FMA:44034	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000290	perforating branch of fibular artery	perforating branch of fibular artery (Human)	UBERON:0001637	UBERON:0000978	leg	wikipedia:Fibular_artery	FMA:44033	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000291	posterior tibial artery	posterior tibial artery (Human)	UBERON:0001637	UBERON:0000978	leg	wikipedia:Tibial-fibular_trunk	FMA:43895	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000292	circumflex fibular artery	circumflex fibular artery (Human)	UBERON:0001637	UBERON:0000978	leg	wikipedia:Circumflex_fibular_artery	FMA:43918	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000293	lateral plantar artery	lateral plantar artery (Human)	UBERON:0001637	UBERON:0002387	foot	wikipedia:Lateral_plantar_artery	FMA:43926	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000294	plantar arch	plantar arch (Human)	UBERON:0001637	UBERON:0002387	foot	wikipedia:Plantar_arch	FMA:43942	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000295	first plantar metatarsal artery	first plantar metatarsal artery (Human)	UBERON:0001637	UBERON:0002387	foot	https://radiopaedia.org/articles/arterial-supply-to-the-foot	FMA:43959	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000296	first common plantar digital artery	first common plantar digital artery (Human)	UBERON:0001637	UBERON:0002387	foot	https://radiopaedia.org/articles/arterial-supply-to-the-foot		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000297	lateral proper plantar digital artery of first digit of foot	lateral proper plantar digital artery of first digit of foot (Human)	UBERON:0001637	UBERON:0002387	foot	https://radiopaedia.org/articles/arterial-supply-to-the-foot		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000298	medial proper plantar digital artery of second digit of foot	medial proper plantar digital artery of second digit of foot (Human)	UBERON:0001637	UBERON:0002387	foot	https://radiopaedia.org/articles/arterial-supply-to-the-foot		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000299	medial proper plantar digital artery of first digit of foot	medial proper plantar digital artery of first digit of foot (Human)	UBERON:0001637	UBERON:0002387	foot	https://www.ncbi.nlm.nih.gov/books/NBK560912/		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000300	first posterior perforating branch of plantar arch	first posterior perforating branch of plantar arch (Human)	UBERON:0001637	UBERON:0002387	foot	https://www.imaios.com/en/e-Anatomy/Anatomical-Parts/Perforating-branches3		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000301	fourth plantar metatarsal artery	fourth plantar metatarsal artery (Human)	UBERON:0001637	UBERON:0002387	foot	https://radiopaedia.org/articles/arterial-supply-to-the-foot	FMA:43962	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000302	fourth common plantar digital artery	fourth common plantar digital artery (Human)	UBERON:0001637	UBERON:0002397	foot	https://radiopaedia.org/articles/arterial-supply-to-the-foot		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000303	lateral proper plantar digital artery of fourth digit of foot	lateral proper plantar digital artery of fourth digit of foot (Human)	UBERON:0001637	UBERON:0002387	foot	https://radiopaedia.org/articles/arterial-supply-to-the-foot		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000304	medial proper plantar digital artery of fifth digit of foot	medial proper plantar digital artery of fifth digit of foot (Human)	UBERON:0001637	UBERON:0002387	foot	https://radiopaedia.org/articles/arterial-supply-to-the-foot		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000305	second plantar metatarsal artery	second plantar metatarsal artery (Human)	UBERON:0001637	UBERON:0002387	foot	https://radiopaedia.org/articles/arterial-supply-to-the-foot	FMA:43960	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000306	second common plantar digital artery	second common plantar digital artery (Human)	UBERON:0001637	UBERON:0002387	foot	https://radiopaedia.org/articles/arterial-supply-to-the-foot		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000307	lateral proper plantar digital artery of second digit of foot	lateral proper plantar digital artery of second digit of foot (Human)	UBERON:0001637	UBERON:0002387	foot	https://radiopaedia.org/articles/arterial-supply-to-the-foot		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000308	medial proper plantar digital artery of third digit of foot	medial proper plantar digital artery of third digit of foot (Human)	UBERON:0001637	UBERON:0002387	foot	https://radiopaedia.org/articles/arterial-supply-to-the-foot		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000309	second posterior perforating branch of plantar arch	second posterior perforating branch of plantar arch (Human)	UBERON:0001637	UBERON:0002387	foot	https://www.imaios.com/en/e-Anatomy/Anatomical-Parts/Perforating-branches3		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000310	third plantar metatarsal artery	third plantar metatarsal artery (Human)	UBERON:0001637	UBERON:0002387	foot	https://radiopaedia.org/articles/arterial-supply-to-the-foot	FMA:43961	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000311	third common plantar digital artery	third common plantar digital artery (Human)	UBERON:0001637	UBERON:0002387	foot	https://radiopaedia.org/articles/arterial-supply-to-the-foot		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000312	lateral proper plantar digital artery of third digit of foot	lateral proper plantar digital artery of third digit of foot (Human)	UBERON:0001637	UBERON:0002387	foot	https://radiopaedia.org/articles/arterial-supply-to-the-foot		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000313	medial proper plantar digital artery of fourth digit of foot	medial proper plantar digital artery of fourth digit of foot (Human)	UBERON:0001637	UBERON:0002387	foot	https://radiopaedia.org/articles/arterial-supply-to-the-foot		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000314	third posterior perforating branch of plantar arch	third posterior perforating branch of plantar arch (Human)	UBERON:0001637	UBERON:0002387	foot	https://www.imaios.com/en/e-Anatomy/Anatomical-Parts/Perforating-branches3		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000315	superficial branch of lateral plantar artery	superficial branch of lateral plantar artery (Human)	UBERON:0001637	UBERON:0002387	foot	https://www.ncbi.nlm.nih.gov/books/NBK560912/		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000316	lateral proper plantar digital artery of fifth digit of foot	lateral proper plantar digital artery of fifth digit of foot (Human)	UBERON:0001637	UBERON:0002387	foot	https://www.ncbi.nlm.nih.gov/books/NBK560912/		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000317	medial calcaneal artery	medial calcaneal artery (Human)	UBERON:0001637	UBERON:0002387	foot	https://www.ncbi.nlm.nih.gov/books/NBK560912/		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000318	medial plantar artery	medial plantar artery (Human)	UBERON:0001637	UBERON:0002387	foot	wikipedia:Medial_plantar_artery	FMA:43925	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000319	deep branch of medial plantar artery	deep branch of medial plantar artery (Human)	UBERON:0001637	UBERON:0002387	foot	https://www.ncbi.nlm.nih.gov/books/NBK560912/	FMA:43934	http://purl.obolibrary.org/obo/NCBITaxon_9606	deep medial plantar artery	FMA:43934
VCCF:1000320	superficial branch of medial plantar artery	superficial branch of medial plantar artery (Human)	UBERON:0001637	UBERON:0002387	foot	https://www.ncbi.nlm.nih.gov/books/NBK560912/	FMA:43933	http://purl.obolibrary.org/obo/NCBITaxon_9606	superficial medial plantar artery	FMA:43933
VCCF:1000321	deep circumflex iliac artery	deep circumflex iliac artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Deep_circumflex_iliac_artery	FMA:20687	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000322	inferior epigastric artery	inferior epigastric artery (Human)	UBERON:0001637	UBERON:0003697	abdominal wall	wikipedia:Inferior_epigastric_artery	FMA:20686	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000323	artery of round ligament of uterus	artery of round ligament of uterus (Human)	UBERON:0001637	UBERON:0000995	uterus	wikipedia:Artery_of_round_ligament_of_uterus	FMA:70195	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000324	cremasteric artery	cremasteric artery (Human)	UBERON:0001637	UBERON:0000989	penis	wikipedia:Cremasteric_artery	FMA:70192	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000325	pubic branch of inferior epigastric artery	pubic branch of inferior epigastric artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Inferior_epigastric_artery	FMA:20701	http://purl.obolibrary.org/obo/NCBITaxon_9606	trunk of pubic part of inferior epigastric artery	FMA:20701
VCCF:1000326	internal iliac artery	internal iliac artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Internal_iliac_artery	FMA:18808	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000327	anterior division of internal iliac artery	anterior division of internal iliac artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Internal_iliac_artery	FMA:69797	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000328	inferior gluteal artery	inferior gluteal artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Inferior_gluteal_artery	FMA:18871	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000329	inferior vesical artery	inferior vesical artery (Human)	UBERON:0001637	UBERON:0001255	urinary bladder	wikipedia:Inferior_vesical_artery	FMA:18823	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000330	prostatic artery	prostatic artery (Human)	UBERON:0001637	UBERON:0002367	prostate gland	https://radiopaedia.org/articles/inferior-vesical-artery	FMA:20966	http://purl.obolibrary.org/obo/NCBITaxon_9606	prostatic part of inferior vesical artery	FMA:20966
VCCF:1000331	middle rectal artery	middle rectal artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	DOI:10.1148/rg.2019180195	FMA:18826	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000332	prostatic arteriole	prostatic arteriole (Human)	UBERON:0001980	UBERON:0002367	prostate gland	https://radiopaedia.org/articles/inferior-vesical-artery		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000333	prostatic capillary	prostatic capillary (Human)	UBERON:0001982	UBERON:0002367	prostate gland	https://radiopaedia.org/articles/inferior-vesical-artery	FMA:280966	http://purl.obolibrary.org/obo/NCBITaxon_9606	capillary network of prostate	FMA:280966
VCCF:1000334	seminal vesicle arterial branches of prostatic artery	seminal vesicle arterial branches of prostatic artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	DOI:10.1148/rg.2019180195		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000335	internal pudendal artery	internal pudendal artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Internal_pudendal_artery	FMA:18835	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000336	common penile artery	common penile artery (Human)	UBERON:0001637	UBERON:0000989	penis	wikipedia:Penile_artery	FMA:66318	http://purl.obolibrary.org/obo/NCBITaxon_9606	artery of penis	FMA:66318
VCCF:1000337	bulbourethral artery	bulbourethral artery (Human)	UBERON:0001637	UBERON:0000989	penis	wikipedia:Penile_artery		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000338	cavernosal artery	cavernosal artery (Human)	UBERON:0001637	UBERON:0000989	penis	wikipedia:Penile_artery		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000339	deep artery of penis	deep artery of penis (Human)	UBERON:0001637	UBERON:0000989	penis	wikipedia:Penile_artery	FMA:19794	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000340	helicine artery of penis	helicine artery of penis (Human)	UBERON:0001637	UBERON:0000989	penis	wikipedia:Helicine_arteries_of_penis	FMA:19796	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000341	dorsal artery of penis	dorsal artery of penis (Human)	UBERON:0001637	UBERON:0000989	penis	wikipedia:Penile_artery	FMA:19795	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000342	deep artery of clitoris	deep artery of clitoris (Human)	UBERON:0001637	UBERON:0002411	clitoris	wikipedia:Internal_pudendal_artery	FMA:20870	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000343	dorsal artery of clitoris	dorsal artery of clitoris (Human)	UBERON:0001637	UBERON:0002411	clitoris	wikipedia:Internal_pudendal_artery	FMA:20867	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000344	inferior rectal artery	inferior rectal artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Inferior_rectal_artery	FMA:20824	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000345	perineal artery	perineal artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Perineal_artery	FMA:20836	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000346	transverse perineal artery	transverse perineal artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Perineal_artery	FMA:20840	http://purl.obolibrary.org/obo/NCBITaxon_9606	transverse part of perineal artery	FMA:20840
VCCF:1000347	posterior labial artery	posterior labial artery (Human)	UBERON:0001637	UBERON:0000996	vagina	wikipedia:Posterior_labial_arteries	FMA:20886	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000348	posterior scrotal artery	posterior scrotal artery (Human)	UBERON:0001637	UBERON:0001300	scrotum	wikipedia:Posterior_scrotal_arteries	FMA:20853	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000349	vestibular bulb artery	vestibular bulb artery (Human)	UBERON:0001637	UBERON:0000996	vagina	wikipedia:Artery_of_bulb_of_vestibule	FMA:20900	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000350	obturator artery	obturator artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Internal_iliac_artery	FMA:18865	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000351	acetabular branch of obturator artery	acetabular branch of obturator artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	https://www.kenhub.com/en/library/anatomy/obturator-artery	FMA:70175	http://purl.obolibrary.org/obo/NCBITaxon_9606	trunk of acetabular part of obturator artery	FMA:70175
VCCF:1000352	anterior branch of obturator artery	anterior branch of obturator artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Obturator_artery	FMA:70150	http://purl.obolibrary.org/obo/NCBITaxon_9606	trunk of anterior part of obturator artery	FMA:70150
VCCF:1000353	posterior branch of obturator artery	posterior branch of obturator artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Obturator_artery		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000354	superior vesical artery	superior vesical artery (Human)	UBERON:0001637	UBERON:0001255	urinary bladder	wikipedia:Superior_vesical_artery	FMA:18839	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000355	middle vesical artery	middle vesical artery (Human)	UBERON:0001637	UBERON:0001255	urinary bladder	wikipedia:Superior_vesical_artery		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000356	umbilical artery	umbilical artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Umbilical_artery	FMA:18820	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000357	deferent duct artery	deferent duct artery (Human)	UBERON:0001637	UBERON:0000989	penis	wikipedia:Umbilical_artery	FMA:18930	http://purl.obolibrary.org/obo/NCBITaxon_9606	artery of ductus deferens	FMA:18930
VCCF:1000358	uterine artery	uterine artery (Human)	UBERON:0001637	UBERON:0000995	uterus	wikipedia:Uterine_artery	FMA:18829	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000359	arcuate artery of uterus	arcuate artery of uterus (Human)	UBERON:0001637	UBERON:0000995	uterus	wikipedia:Arcuate_vessels_of_uterus	FMA:21101	http://purl.obolibrary.org/obo/NCBITaxon_9606	helicine artery of uterus	FMA:21101
VCCF:1000360	radial artery of uterus	radial artery of uterus (Human)	UBERON:0001637	UBERON:0000995	uterus	wikipedia:Arcuate_vessels_of_uterus		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000361	uterine spiral artery	uterine spiral artery (Human)	UBERON:0001637	UBERON:0000995	uterus	wikipedia:Spiral_artery		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000362	vaginal artery	vaginal artery (Human)	UBERON:0001637	UBERON:0000996	vagina	wikipedia:Internal_iliac_artery	FMA:18832	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000363	posterior division of internal iliac artery	posterior division of internal iliac artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Internal_iliac_artery	FMA:69798	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000364	iliolumbar artery	iliolumbar artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Iliolumbar_artery	FMA:18845	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000365	iliac branch of iliolumbar artery	iliac branch of iliolumbar artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Iliac_branch_of_iliolumbar_artery	FMA:18850	http://purl.obolibrary.org/obo/NCBITaxon_9606	iliac part of iliolumbar artery	FMA:18850
VCCF:1000366	lumbar branch of iliolumbar artery	lumbar branch of iliolumbar artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Lumbar_branch_of_iliolumbar_artery	FMA:18849	http://purl.obolibrary.org/obo/NCBITaxon_9606	lumbar part of iliolumbar artery	FMA:18849
VCCF:1000367	lateral sacral artery	lateral sacral artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Lateral_sacral_artery	FMA:18855	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000368	superior gluteal artery	superior gluteal artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Superior_gluteal_artery	FMA:18868	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000369	deep superior gluteal artery	deep superior gluteal artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Superior_gluteal_artery	FMA:21121	http://purl.obolibrary.org/obo/NCBITaxon_9606	deep part of superior gluteal artery	FMA:21121
VCCF:1000370	superficial superior gluteal artery	superficial superior gluteal artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Superior_gluteal_artery	FMA:21120	http://purl.obolibrary.org/obo/NCBITaxon_9606	superficial part of superior gluteal artery	FMA:21120
VCCF:1000371	inferior mesenteric artery	inferior mesenteric artery (Human)	UBERON:0001637	UBERON:0003684	abdominal cavity	wikipedia:Inferior_mesenteric_artery	FMA:14750	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000372	left colic artery	left colic artery (Human)	UBERON:0001637	UBERON:0000059	large intestine	wikipedia:Left_colic_artery	FMA:14826	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000373	ascending branch of left colic artery	ascending branch of left colic artery (Human)	UBERON:0001637	UBERON:0000059	large intestine	wikipedia:Left_colic_artery	FMA:14828	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000374	marginal artery of Drummond	marginal artery of Drummond (Human)	UBERON:0001637	UBERON:0000059	large intestine	https://www.healthline.com/human-body-maps/ascending-branch-of-the-left-colic-artery#1	FMA:14824	http://purl.obolibrary.org/obo/NCBITaxon_9606	marginal colic artery	FMA:14824
VCCF:1000375	vasa recta of colon	vasa recta of colon (Human)	UBERON:0001637	UBERON:0000059	large intestine	PMID:20447248		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000376	long branch of vasa recta of colon	long branch of vasa recta of colon (Human)	UBERON:0001637	UBERON:0000059	large intestine	PMID:20447248		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000377	submucosal artery of colon	submucosal artery of colon (Human)	UBERON:0001637	UBERON:0000059	large intestine	PMID:20447248		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000378	recurrent muscular branch of submucosal artery of colon	recurrent muscular branch of submucosal artery of colon (Human)	UBERON:0001637	UBERON:0000059	large intestine	PMID:20447248		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000379	submucosal arteriole of colon	submucosal arteriole of colon (Human)	UBERON:0001980	UBERON:0000059	large intestine	PMID:20447248		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000380	mucosal arteriole of colon	mucosal arteriole of colon (Human)	UBERON:0001980	UBERON:0000059	large intestine	PMID:20447248		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000381	branch of mucous plexus of colon	branch of mucous plexus of colon (Human)	UBERON:0001982	UBERON:0000059	large intestine	PMID:20447248		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000382	subserous artery of colon	subserous artery of colon (Human)	UBERON:0001637	UBERON:0000059	large intestine	PMID:20447248		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000383	short branch of vasa recta of colon	short branch of vasa recta of colon (Human)	UBERON:0001637	UBERON:0000059	large intestine	PMID:20447248		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000384	meandering mesenteric artery	meandering mesenteric artery (Human)	UBERON:0001637	UBERON:0000059	large intestine	https://www.kenhub.com/en/library/anatomy/left-colic-artery		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000385	descending branch of left colic artery	descending branch of left colic artery (Human)	UBERON:0001637	UBERON:0000059	large intestine	wikipedia:Left_colic_artery	FMA:14829	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000386	sigmoid artery	sigmoid artery (Human)	UBERON:0001637	UBERON:0000059	large intestine	wikipedia:Sigmoid_arteries	FMA:14830	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000387	superior rectal artery	superior rectal artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Superior_rectal_artery	FMA:14832	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000388	inferior phrenic artery	inferior phrenic artery (Human)	UBERON:0001637	UBERON:0001103	diaphragm	wikipedia:Inferior_phrenic_arteries	FMA:14734	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000389	superior suprarenal artery	superior suprarenal artery (Human)	UBERON:0001637	UBERON:0002369	adrenal gland	wikipedia:Superior_suprarenal_artery	FMA:14863	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000390	left common iliac artery	left common iliac artery (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Abdominal_aorta	FMA:14766	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000391	left inferior phrenic artery	left inferior phrenic artery (Human)	UBERON:0001637	UBERON:0001103	diaphragm	wikipedia:Inferior_phrenic_arteries	FMA:14747	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000392	left lumbar artery 1	left lumbar artery 1 (Human)	UBERON:0001637	UBERON:0002355	pelvis	wikipedia:Lumbar_arteries	FMA:14742	http://purl.obolibrary.org/obo/NCBITaxon_9606	left first lumbar artery	FMA:14742
